Exam_Year,Exam_Type,Subject_Code,Subject_Name,Section,Question_No,Sub_Question,Question_Text,Marks,CO,Bloom_Taxonomy
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q4,13,How do you insert a table into a Word document?,4,CO2,BTL3
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q4,14,How to create a batch file? Discuss with an example,4,CO1,BTL6
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q5,15,Describe the process of sorting and filtering data in a worksheet to analyze information effectively.,3,CO3,BTL4
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q5,16,How do you upload a file to Google Drive and share it with others?,3,CO5,BTL3
Nov-Dec 2024,Regular (Honors),U11B3OAT,Office Automation Tools,II,Q5,17,"Explain the difference between relative, absolute, and mixed addressing modes in Excel.",3,CO3,BTL4
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,I,Q1,1,"Who was Swamishree Krishnatirthaji, and what is his contribution to mathematics?",5,CO1,BTL1
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,I,Q1,2,"What is a digital root, and how is it calculated?",5,CO2,BTL2
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,I,Q1,3,"What are the Sutras of Vedic Mathematics, and how are they useful?",5,CO1/CO2,BTL1
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,I,Q1,4,Multiply 995x1005 using Nikhilam Sutra.,5,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,I,Q1,5,Find addition of polynomials x2+x+1 and x3-x-2.,5,CO5,BTL5
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,I,Q1,6,Solve following bivariant linear equations: 6x+7y=8 and 19x+14y=16,5,CO4/CO5,BTL5
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,I,Q1,7,Factorize polynomial use the concept of Lopana Sthapnabyam.,5,CO4,BTL6
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q2,8,Square 89 using a Vedic Mathematics method.,3,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q2,9,Use the Nikhilam Sutra method to multiply 108x107.,3,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q2,10,Factorize the polynomial 2x3-3x2+1.,3,CO3/CO4,BTL3
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q3,11,How does the Urdhva-Tiryagbyam method simplify multiplication?,5,CO3/CO4,BTL4
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q4,12,Highlight the significance of mathematics in the Vedas.,4,CO1/CO2,BTL1
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q4,13,Factorize quartile 8x2-22x+5 use the concept of Anurupyena and Adyamayenantyamanteya.,4,CO4,BTL4
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q4,14,"Find LCM(10,20,30) and HCF(10,20,30).",4,CO4/CO5,BTL4
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q5,15,Square 91 using Sankaln-Vyavakalanabhyam.,3,CO3,BTL4
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q5,16,Subtract x2-2 from x4+x2+1.,3,CO3/CO4,BTL3
Nov-Dec 2024,Regular (Honors),U11C4FM,Fundamental of Mathematics,II,Q5,17,Solve: 2/(2x+3) + 3/(3x+2) = 1/(x+1) + 6/(6x+7).,3,CO4/CO5,BTL3
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,I,Q1,1,Define the term communication. Differentiate between formal and informal communication.,5,CO1,BTL1
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,I,Q1,2,Explain remedies to overcome communication barriers.,5,CO1,BTL1
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,II,Q3,5,Describe the process of listening and differentiate between listening and hearing.,5,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,II,Q3,6,Explain how TED Talks can help improve listening skills.,5,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,II,Q4,7,Define reading. Explain the types of reading with examples.,5,CO4,BTL3
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,II,Q4,8,Explain techniques for effective reading comprehension.,5,CO4,BTL4
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,II,Q5,9,Draft a conversation between a parent and a teenager about balancing screen time and studies.,5,CO5,BTL6
Nov-Dec 2024,Regular (Honors),U11D5CS,Communication Skills,II,Q5,10,Draft a conversation between two friends debugging a code and discussing possible solutions.,5,CO5,BTL6
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,I,Q1,1,What is Computer? computer hardware components with their function.,5,CO1,BTL2
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,I,Q1,2,"What is BIOS/UEFI, and how does it help fix computer problems?",5,CO2,BTL3
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q2,3,How can you use system tools to check if your computer is working properly?,5,CO2,BTL4
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q2,4,"What is file management, and why do we need it in a computer?",5,CO3,BTL5
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q3,5,"What is a motherboard, and why is it important in a computer?",5,CO3,BTL3
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q3,6,Why is disk cleanup important for your computer?,5,CO4,BTL5
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q4,7,"What is memory management, and why is it important for your computer's performance?",5,CO5,BTL4
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q4,8,What is the difference between LAN and WAN? Give an example of each.,5,CO1,BTL3
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q5,9,Why is it important to use strong passwords?,5,CO4,BTL2
Nov-Dec 2024,Regular (Honors),U11E6CMT,Computer Maintenance and Troubleshooting,II,Q5,10,Difference between RAM and ROM,5,CO5,BTL4
Nov-Dec 2024,Regular (Honors),U11F7PMB,Principles of Management in Bhagavad Gita,I,Q1,1,"What are the key principles covered in the Eighteen Chapters, and how do they guide life management?",5,CO1,BTL3
Nov-Dec 2024,Regular (Honors),U11F7PMB,Principles of Management in Bhagavad Gita,II,Q2,2,How can the teachings of the Bhagavad Gita be applied to improve work-life balance and enhance work efficiency?,5,CO2,BTL3
Nov-Dec 2024,Regular (Honors),U11F7PMB,Principles of Management in Bhagavad Gita,II,Q3,3,"Discuss in detail about Ethical decision making, Strategic thinking in Shrimad Bhagavat Gita.",5,CO3,BTL4
Nov-Dec 2024,Regular (Honors),U11F7PMB,Principles of Management in Bhagavad Gita,II,Q4,4,What is the connection between the teachings of the Bhagavad Gita and management practices?,5,CO4,BTL4
Nov-Dec 2024,Regular (Honors),U11F7PMB,Principles of Management in Bhagavad Gita,II,Q5,5,How does the Bhagavad Gita provide value education for young leaders?,5,CO5,BTL3
