ROW1|col0='Course'|col1='Semester'|col2='Source File'|col3='Question Text'
ROW152|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Discuss the Presentation and Application Layer in Detail. Q-4. Questions. (Any Two) Write down a short note on X.25 Protocol.'
ROW153|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain the terms of Bridge Repeaters and Gateways. 3 Discuss the concept of wired and wireless network with example. Q-5. Questions. (Any Tvo) What is lP Address? Explain the different class of IP with its range. Explain the FTP and SMTP protocols with its proper use. Discuss the Client Server Model with its advantage of it. tND oF PAPEe GANPATUNVERSTTY M-HEIWINATION BCS) B.S.(LVIS) SE |2\\3BW: B.ASCI WCB PROGRAMIING rd June 20!3'
ROW154|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='. Ilvanvas Tlenent wabs tabie ethiplk'
ROW155|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Figurest o the right indicate full marks'
ROW156|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Be precise and to the point in your answer (ANY'
ROW157|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Q-1. Explain features of JAVA language.'
ROW158|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain Arithnietic Operators and Logical Operator in java.'
ROW159|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Give the differences between while loop and do...while loop. List outd ata type of java and explain it.'
ROW160|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain try, catch and finally block in Exception.'
ROW161|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='What is Intertace? How to Defining and extending interfaces? And give the'
ROW162|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='exan1ple of to implementing interfaces. 7 Write the short note on Vector class. What is Method Overloading? Explain it with suitable example.'
ROW163|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain the following terms: (ANY'
ROW164|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='What is Type Casting? Explain it with example. Write a short note on JDK in details. Answer thef ollowing: (ANY'
ROW165|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Q-3. Explain for loop with example.'
ROW166|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain switch statement with example. 2 (ANY'
ROW167|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Q-4. (AJ What is Constructor? Explain it with suitable example.'
ROW168|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='What is an Inheritance? Explain the types of inheritance.'
ROW169|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='What is MethodO verriding? (B| (ANY'
ROW170|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain any four methods of String class. Explain final keyword in detail with suitable example.'
ROW171|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='[BÊ. What is an array? How to create and initialize an array? (ANY'
ROW172|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='What is package? Explain it What is Exception? Explain types of error with example.'
ROW173|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Figures to the right indicate full marks'
ROW174|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Be precise and to the point in your answer'
ROW175|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='(ANY SIX) A] Write a short note on benefits of using database approach. B] Give difference between DBMS and RDBMS. C] Explain First and Second Normal Forms. D] What is Constraints? Explain Primary Key and Unique Key with example. E] Differentiate TRUNCATE Vs DELETE F How to create a new User using SQL? Also explain with example how to assign system privileges the user. G] Explain any five String Functions with example.'
ROW176|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='Explain GROUP BY and HAVING clause with example?'
ROW177|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3="A (ANY ONE) I Write a short note on structure of Database system. II Briefly explain Roles and Responsibilities of DBA B List out any four Dr. E.F.Codd's rules."
ROW178|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3="A] (ANY ONE) I Write a short note on Nomalization. II What is TRANSACTION'? explain ACID properties of Transaction. B] List out problems of concurrent execution of transactions?"
ROW179|col0='B.Sc. IMS'|col1='SEM-2'|col2='B.Sc. IMS SEM-2- May-Jun 2023 (Regular).pdf'|col3='A] (ANY ONE) I Write a short note on SQL Data Types. II List all DML commands and explain with appropriate example. B Give Full Forms:'
ROW180|col0='    SEM-4'|col1=None|col2=None|col3=None
ROW181|col0='        📄 B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col1=None|col2=None|col3=None
ROW182|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Figures to the right indicate full marks'
ROW183|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Be precise and to the.point in your answer'
ROW184|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='(Any Five) What is use of Panel Control? Explain properties of panel control. a b Describe a Control trees. What is CLR? Explain in Detail. C d What is use of ImageButton Control? Explain with Properties. Explain CompareValidator with properties. f. Explain Command Class with methods. Different between Link Button and Hyperlink. (Any One)'
ROW185|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Different between Checkbox and Radiobutton. Explain Button control with properties and Events. b. (Any One)'
ROW186|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Explain RequiredField Validator with properties. a. What is Skin file? xplain the types of Skin file with example. b (Any One)'
ROW187|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Figures to the right indicate full marks'
ROW188|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Be precise and to the point in your answer'
ROW189|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Write a short note on SAN.'
ROW190|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Explain storage virtualization in brief.'
ROW191|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Discuss placing storage intelligence in brief'
ROW192|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Discuss balancing offensive and defensive strategies. 5 Write a short note on corporate system.'
ROW193|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Discuss storage need for business continue.'
ROW194|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Explain Data management policy in detail.'
ROW195|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Explain service level agreement in detail.'
ROW196|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='(ANY ONE) 1 Explain NAS with advantages.'
ROW197|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Explain various level of RAID.'
ROW198|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Explain Storage Networking Roadmap.'
ROW199|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='What is HBA? 3 TWO) Write as hort note on Disaster tolerance and recovery. Expiain Service deliverable in detail.'
ROW200|col0='B.Sc. IMS'|col1='SEM-4'|col2='B.Sc. IMS SEM-4- May-Jun 2023.pdf'|col3='Describe the history and evolution of storage. (ANY TWO) 4 Why Modern Network use layered proiocol?'
